Gene stable ID,Gene stable ID version,Gene type
ENSG00000047597,ENSG00000047597.7,protein_coding
ENSG00000182093,ENSG00000182093.16,protein_coding
ENSG00000228405,ENSG00000228405.5,protein_coding
ENSG00000149483,ENSG00000149483.12,protein_coding
ENSG00000171126,ENSG00000171126.8,protein_coding
ENSG00000182568,ENSG00000182568.17,protein_coding
ENSG00000077348,ENSG00000077348.9,protein_coding
ENSG00000119760,ENSG00000119760.16,protein_coding
ENSG00000153944,ENSG00000153944.11,protein_coding
ENSG00000120937,ENSG00000120937.9,protein_coding
ENSG00000175866,ENSG00000175866.15,protein_coding
ENSG00000006468,ENSG00000006468.14,protein_coding
ENSG00000274529,ENSG00000274529.5,protein_coding
ENSG00000259040,ENSG00000259040.5,protein_coding
ENSG00000117174,ENSG00000117174.11,protein_coding
ENSG00000277272,ENSG00000277272.5,protein_coding
ENSG00000134757,ENSG00000134757.5,protein_coding
ENSG00000273171,ENSG00000273171.1,protein_coding
ENSG00000198934,ENSG00000198934.4,protein_coding
ENSG00000265818,ENSG00000265818.1,protein_coding
ENSG00000164007,ENSG00000164007.10,protein_coding
ENSG00000244045,ENSG00000244045.13,protein_coding
ENSG00000105298,ENSG00000105298.14,protein_coding
ENSG00000130382,ENSG00000130382.9,protein_coding
ENSG00000131966,ENSG00000131966.14,protein_coding
ENSG00000206308,ENSG00000206308.11,protein_coding
ENSG00000116685,ENSG00000116685.16,protein_coding
ENSG00000165097,ENSG00000165097.15,protein_coding
ENSG00000105341,ENSG00000105341.18,protein_coding
ENSG00000278173,ENSG00000278173.4,protein_coding
ENSG00000166016,ENSG00000166016.6,protein_coding
ENSG00000284686,ENSG00000284686.1,protein_coding
ENSG00000176204,ENSG00000176204.13,protein_coding
ENSG00000149476,ENSG00000149476.15,protein_coding
ENSG00000092208,ENSG00000092208.17,protein_coding
ENSG00000153044,ENSG00000153044.10,protein_coding
ENSG00000124193,ENSG00000124193.16,protein_coding
ENSG00000106591,ENSG00000106591.4,protein_coding
ENSG00000243943,ENSG00000243943.10,protein_coding
ENSG00000162407,ENSG00000162407.9,protein_coding
ENSG00000027644,ENSG00000027644.5,protein_coding
ENSG00000188612,ENSG00000188612.12,protein_coding
ENSG00000149428,ENSG00000149428.19,protein_coding
ENSG00000227234,ENSG00000227234.2,protein_coding
ENSG00000166887,ENSG00000166887.15,protein_coding
ENSG00000073969,ENSG00000073969.18,protein_coding
ENSG00000124787,ENSG00000124787.13,protein_coding
ENSG00000027869,ENSG00000027869.11,protein_coding
ENSG00000144283,ENSG00000144283.21,protein_coding
ENSG00000168298,ENSG00000168298.6,protein_coding
ENSG00000112695,ENSG00000112695.11,protein_coding
ENSG00000142794,ENSG00000142794.18,protein_coding
ENSG00000105963,ENSG00000105963.15,protein_coding
ENSG00000134489,ENSG00000134489.7,protein_coding
ENSG00000185130,ENSG00000185130.5,protein_coding
ENSG00000196747,ENSG00000196747.4,protein_coding
ENSG00000137648,ENSG00000137648.17,protein_coding
ENSG00000132517,ENSG00000132517.15,protein_coding
ENSG00000157578,ENSG00000157578.13,protein_coding
ENSG00000124232,ENSG00000124232.11,protein_coding
ENSG00000117983,ENSG00000117983.17,protein_coding
ENSG00000166377,ENSG00000166377.20,protein_coding
ENSG00000171522,ENSG00000171522.6,protein_coding
ENSG00000103355,ENSG00000103355.13,protein_coding
ENSG00000275750,ENSG00000275750.1,protein_coding
ENSG00000204978,ENSG00000204978.2,protein_coding
ENSG00000198400,ENSG00000198400.11,protein_coding
ENSG00000113638,ENSG00000113638.14,protein_coding
ENSG00000158373,ENSG00000158373.8,protein_coding
ENSG00000277224,ENSG00000277224.2,protein_coding
ENSG00000002746,ENSG00000002746.15,protein_coding
ENSG00000282988,ENSG00000282988.2,protein_coding
ENSG00000248099,ENSG00000248099.4,protein_coding
ENSG00000215547,ENSG00000215547.1,protein_coding
ENSG00000196866,ENSG00000196866.2,protein_coding
ENSG00000118961,ENSG00000118961.15,protein_coding
ENSG00000215148,ENSG00000215148.8,protein_coding
ENSG00000117408,ENSG00000117408.11,protein_coding
ENSG00000215545,ENSG00000215545.1,protein_coding
ENSG00000277157,ENSG00000277157.1,protein_coding
ENSG00000274947,ENSG00000274947.1,protein_coding
ENSG00000277964,ENSG00000277964.1,protein_coding
ENSG00000197409,ENSG00000197409.7,protein_coding
ENSG00000230475,ENSG00000230475.9,protein_coding
ENSG00000131374,ENSG00000131374.14,protein_coding
ENSG00000274290,ENSG00000274290.2,protein_coding
ENSG00000187607,ENSG00000187607.16,protein_coding
ENSG00000139971,ENSG00000139971.15,protein_coding
ENSG00000262628,ENSG00000262628.1,protein_coding
ENSG00000046604,ENSG00000046604.13,protein_coding
ENSG00000184166,ENSG00000184166.2,protein_coding
ENSG00000196101,ENSG00000196101.9,protein_coding
ENSG00000169777,ENSG00000169777.6,protein_coding
ENSG00000106459,ENSG00000106459.15,protein_coding
ENSG00000154146,ENSG00000154146.13,protein_coding
ENSG00000101558,ENSG00000101558.13,protein_coding
ENSG00000093009,ENSG00000093009.9,protein_coding
ENSG00000140488,ENSG00000140488.16,protein_coding
ENSG00000124159,ENSG00000124159.15,protein_coding
ENSG00000166173,ENSG00000166173.10,protein_coding
ENSG00000162368,ENSG00000162368.13,protein_coding
ENSG00000278828,ENSG00000278828.1,protein_coding
ENSG00000054598,ENSG00000054598.9,protein_coding
ENSG00000131080,ENSG00000131080.15,protein_coding
ENSG00000137821,ENSG00000137821.11,protein_coding
ENSG00000274110,ENSG00000274110.4,protein_coding
ENSG00000167077,ENSG00000167077.13,protein_coding
ENSG00000067141,ENSG00000067141.17,protein_coding
ENSG00000137345,ENSG00000137345.19,protein_coding
ENSG00000146112,ENSG00000146112.12,protein_coding
ENSG00000007392,ENSG00000007392.16,protein_coding
ENSG00000169093,ENSG00000169093.16,protein_coding
ENSG00000204287,ENSG00000204287.14,protein_coding
ENSG00000162576,ENSG00000162576.16,protein_coding
ENSG00000273025,ENSG00000273025.1,protein_coding
ENSG00000260729,ENSG00000260729.1,protein_coding
ENSG00000078902,ENSG00000078902.16,protein_coding
ENSG00000113240,ENSG00000113240.13,protein_coding
ENSG00000182195,ENSG00000182195.8,protein_coding
ENSG00000168653,ENSG00000168653.11,protein_coding
ENSG00000228520,ENSG00000228520.3,protein_coding
ENSG00000055163,ENSG00000055163.20,protein_coding
ENSG00000179532,ENSG00000179532.12,protein_coding
ENSG00000185662,ENSG00000185662.9,protein_coding
ENSG00000172689,ENSG00000172689.2,protein_coding
ENSG00000152223,ENSG00000152223.15,protein_coding
ENSG00000198021,ENSG00000198021.7,protein_coding
ENSG00000203926,ENSG00000203926.5,protein_coding
ENSG00000196834,ENSG00000196834.12,protein_coding
ENSG00000150477,ENSG00000150477.15,protein_coding
ENSG00000198573,ENSG00000198573.6,protein_coding
ENSG00000138029,ENSG00000138029.14,protein_coding
ENSG00000110104,ENSG00000110104.13,protein_coding
ENSG00000236625,ENSG00000236625.8,protein_coding
ENSG00000072832,ENSG00000072832.14,protein_coding
ENSG00000278488,ENSG00000278488.2,protein_coding
ENSG00000138674,ENSG00000138674.17,protein_coding
ENSG00000183134,ENSG00000183134.5,protein_coding
ENSG00000255104,ENSG00000255104.8,protein_coding
ENSG00000174915,ENSG00000174915.12,protein_coding
ENSG00000147130,ENSG00000147130.14,protein_coding
ENSG00000181544,ENSG00000181544.15,protein_coding
ENSG00000240230,ENSG00000240230.6,protein_coding
ENSG00000085185,ENSG00000085185.15,protein_coding
ENSG00000255274,ENSG00000255274.9,protein_coding
ENSG00000172154,ENSG00000172154.10,protein_coding
ENSG00000214946,ENSG00000214946.14,protein_coding
ENSG00000152093,ENSG00000152093.8,protein_coding
ENSG00000184459,ENSG00000184459.8,protein_coding
ENSG00000181767,ENSG00000181767.3,protein_coding
ENSG00000237733,ENSG00000237733.8,protein_coding
ENSG00000181761,ENSG00000181761.5,protein_coding
ENSG00000152193,ENSG00000152193.8,protein_coding
ENSG00000145861,ENSG00000145861.8,protein_coding
ENSG00000124541,ENSG00000124541.7,protein_coding
ENSG00000236560,ENSG00000236560.6,protein_coding
ENSG00000276590,ENSG00000276590.5,protein_coding
ENSG00000132286,ENSG00000132286.12,protein_coding
ENSG00000143393,ENSG00000143393.16,protein_coding
ENSG00000221886,ENSG00000221886.4,protein_coding
ENSG00000124812,ENSG00000124812.14,protein_coding
ENSG00000167769,ENSG00000167769.4,protein_coding
ENSG00000134779,ENSG00000134779.15,protein_coding
ENSG00000183206,ENSG00000183206.17,protein_coding
ENSG00000152192,ENSG00000152192.8,protein_coding
ENSG00000234776,ENSG00000234776.5,protein_coding
ENSG00000183024,ENSG00000183024.3,protein_coding
ENSG00000274786,ENSG00000274786.1,protein_coding
ENSG00000278006,ENSG00000278006.2,protein_coding
ENSG00000136160,ENSG00000136160.17,protein_coding
ENSG00000140718,ENSG00000140718.21,protein_coding
ENSG00000167822,ENSG00000167822.2,protein_coding
ENSG00000172150,ENSG00000172150.4,protein_coding
ENSG00000125656,ENSG00000125656.10,protein_coding
ENSG00000228867,ENSG00000228867.8,protein_coding
ENSG00000021461,ENSG00000021461.16,protein_coding
ENSG00000132254,ENSG00000132254.12,protein_coding
ENSG00000101138,ENSG00000101138.11,protein_coding
ENSG00000079459,ENSG00000079459.13,protein_coding
ENSG00000105193,ENSG00000105193.9,protein_coding
ENSG00000275624,ENSG00000275624.4,protein_coding
ENSG00000168421,ENSG00000168421.13,protein_coding
ENSG00000277060,ENSG00000277060.4,protein_coding
ENSG00000109572,ENSG00000109572.13,protein_coding
ENSG00000124507,ENSG00000124507.11,protein_coding
ENSG00000274839,ENSG00000274839.5,protein_coding
ENSG00000134056,ENSG00000134056.12,protein_coding
ENSG00000166483,ENSG00000166483.11,protein_coding
ENSG00000282673,ENSG00000282673.1,protein_coding
ENSG00000276146,ENSG00000276146.4,protein_coding
ENSG00000178761,ENSG00000178761.15,protein_coding
ENSG00000112541,ENSG00000112541.14,protein_coding
ENSG00000072840,ENSG00000072840.13,protein_coding
ENSG00000099785,ENSG00000099785.10,protein_coding
ENSG00000092758,ENSG00000092758.18,protein_coding
ENSG00000225180,ENSG00000225180.7,protein_coding
ENSG00000136698,ENSG00000136698.8,protein_coding
ENSG00000196468,ENSG00000196468.7,protein_coding
ENSG00000206306,ENSG00000206306.10,protein_coding
ENSG00000189139,ENSG00000189139.5,protein_coding
ENSG00000181409,ENSG00000181409.13,protein_coding
ENSG00000158006,ENSG00000158006.14,protein_coding
ENSG00000084754,ENSG00000084754.12,protein_coding
ENSG00000166862,ENSG00000166862.6,protein_coding
ENSG00000101017,ENSG00000101017.13,protein_coding
ENSG00000104853,ENSG00000104853.16,protein_coding
ENSG00000085365,ENSG00000085365.18,protein_coding
ENSG00000196290,ENSG00000196290.15,protein_coding
ENSG00000172146,ENSG00000172146.2,protein_coding
ENSG00000181752,ENSG00000181752.3,protein_coding
ENSG00000122203,ENSG00000122203.15,protein_coding
ENSG00000174957,ENSG00000174957.1,protein_coding
ENSG00000283977,ENSG00000283977.1,protein_coding
ENSG00000088756,ENSG00000088756.12,protein_coding
ENSG00000103494,ENSG00000103494.14,protein_coding
ENSG00000172893,ENSG00000172893.15,protein_coding
ENSG00000196344,ENSG00000196344.11,protein_coding
ENSG00000129028,ENSG00000129028.9,protein_coding
ENSG00000152495,ENSG00000152495.11,protein_coding
ENSG00000077463,ENSG00000077463.15,protein_coding
ENSG00000158089,ENSG00000158089.15,protein_coding
ENSG00000110619,ENSG00000110619.17,protein_coding
ENSG00000130150,ENSG00000130150.12,protein_coding
ENSG00000147394,ENSG00000147394.18,protein_coding
ENSG00000168944,ENSG00000168944.15,protein_coding
ENSG00000099783,ENSG00000099783.12,protein_coding
ENSG00000143373,ENSG00000143373.18,protein_coding
ENSG00000109475,ENSG00000109475.16,protein_coding
ENSG00000198502,ENSG00000198502.6,protein_coding
ENSG00000103197,ENSG00000103197.18,protein_coding
ENSG00000135362,ENSG00000135362.14,protein_coding
ENSG00000178802,ENSG00000178802.18,protein_coding
ENSG00000134775,ENSG00000134775.15,protein_coding
ENSG00000206305,ENSG00000206305.12,protein_coding
ENSG00000101190,ENSG00000101190.12,protein_coding
ENSG00000278758,ENSG00000278758.4,protein_coding
ENSG00000173261,ENSG00000173261.9,protein_coding
ENSG00000138356,ENSG00000138356.14,protein_coding
ENSG00000180042,ENSG00000180042.5,protein_coding
ENSG00000133706,ENSG00000133706.18,protein_coding
ENSG00000180090,ENSG00000180090.5,protein_coding
ENSG00000164465,ENSG00000164465.18,protein_coding
ENSG00000181718,ENSG00000181718.6,protein_coding
ENSG00000019102,ENSG00000019102.12,protein_coding
ENSG00000221882,ENSG00000221882.3,protein_coding
ENSG00000143006,ENSG00000143006.7,protein_coding
ENSG00000182117,ENSG00000182117.5,protein_coding
ENSG00000172489,ENSG00000172489.6,protein_coding
ENSG00000149506,ENSG00000149506.11,protein_coding
ENSG00000169083,ENSG00000169083.17,protein_coding
ENSG00000166897,ENSG00000166897.15,protein_coding
ENSG00000109113,ENSG00000109113.20,protein_coding
ENSG00000078549,ENSG00000078549.14,protein_coding
ENSG00000206302,ENSG00000206302.10,protein_coding
ENSG00000154127,ENSG00000154127.10,protein_coding
ENSG00000214643,ENSG00000214643.6,protein_coding
ENSG00000157890,ENSG00000157890.17,protein_coding
ENSG00000197121,ENSG00000197121.15,protein_coding
ENSG00000177684,ENSG00000177684.3,protein_coding
ENSG00000270672,ENSG00000270672.1,protein_coding
ENSG00000148950,ENSG00000148950.11,protein_coding
ENSG00000214642,ENSG00000214642.1,protein_coding
ENSG00000164609,ENSG00000164609.10,protein_coding
ENSG00000203970,ENSG00000203970.3,protein_coding
ENSG00000080166,ENSG00000080166.16,protein_coding
ENSG00000047932,ENSG00000047932.14,protein_coding
ENSG00000124664,ENSG00000124664.11,protein_coding
ENSG00000158710,ENSG00000158710.14,protein_coding
ENSG00000102034,ENSG00000102034.16,protein_coding
ENSG00000114948,ENSG00000114948.13,protein_coding
ENSG00000174332,ENSG00000174332.5,protein_coding
ENSG00000234809,ENSG00000234809.8,protein_coding
ENSG00000125871,ENSG00000125871.14,protein_coding
ENSG00000109943,ENSG00000109943.9,protein_coding
ENSG00000004766,ENSG00000004766.17,protein_coding
ENSG00000158008,ENSG00000158008.9,protein_coding
ENSG00000234096,ENSG00000234096.9,protein_coding
ENSG00000108379,ENSG00000108379.10,protein_coding
ENSG00000089006,ENSG00000089006.16,protein_coding
ENSG00000170946,ENSG00000170946.15,protein_coding
ENSG00000180872,ENSG00000180872.5,protein_coding
ENSG00000278567,ENSG00000278567.2,protein_coding
ENSG00000128285,ENSG00000128285.4,protein_coding
ENSG00000274070,ENSG00000274070.1,protein_coding
ENSG00000166068,ENSG00000166068.13,protein_coding
ENSG00000222038,ENSG00000222038.3,protein_coding
ENSG00000277177,ENSG00000277177.4,protein_coding
ENSG00000047936,ENSG00000047936.10,protein_coding
ENSG00000186591,ENSG00000186591.12,protein_coding
ENSG00000238289,ENSG00000238289.9,protein_coding
ENSG00000196821,ENSG00000196821.10,protein_coding
ENSG00000181817,ENSG00000181817.6,protein_coding
ENSG00000144589,ENSG00000144589.22,protein_coding
ENSG00000285868,ENSG00000285868.1,protein_coding
ENSG00000135074,ENSG00000135074.15,protein_coding
ENSG00000158955,ENSG00000158955.11,protein_coding
ENSG00000056050,ENSG00000056050.7,protein_coding
ENSG00000186790,ENSG00000186790.6,protein_coding
ENSG00000103852,ENSG00000103852.13,protein_coding
ENSG00000154945,ENSG00000154945.7,protein_coding
ENSG00000175104,ENSG00000175104.15,protein_coding
ENSG00000172377,ENSG00000172377.2,protein_coding
ENSG00000177666,ENSG00000177666.17,protein_coding
ENSG00000099337,ENSG00000099337.5,protein_coding
ENSG00000181698,ENSG00000181698.4,protein_coding
ENSG00000275126,ENSG00000275126.1,protein_coding
ENSG00000276368,ENSG00000276368.1,protein_coding
ENSG00000181693,ENSG00000181693.8,protein_coding
ENSG00000189001,ENSG00000189001.11,protein_coding
ENSG00000186509,ENSG00000186509.4,protein_coding
ENSG00000184357,ENSG00000184357.4,protein_coding
ENSG00000100147,ENSG00000100147.13,protein_coding
ENSG00000273542,ENSG00000273542.1,protein_coding
ENSG00000197238,ENSG00000197238.4,protein_coding
ENSG00000085552,ENSG00000085552.17,protein_coding
ENSG00000158014,ENSG00000158014.14,protein_coding
ENSG00000279051,ENSG00000279051.4,protein_coding
ENSG00000275379,ENSG00000275379.1,protein_coding
ENSG00000234729,ENSG00000234729.9,protein_coding
ENSG00000110107,ENSG00000110107.9,protein_coding
ENSG00000204472,ENSG00000204472.13,protein_coding
ENSG00000167633,ENSG00000167633.18,protein_coding
ENSG00000105639,ENSG00000105639.18,protein_coding
ENSG00000276903,ENSG00000276903.1,protein_coding
ENSG00000275722,ENSG00000275722.5,protein_coding
ENSG00000278677,ENSG00000278677.1,protein_coding
ENSG00000280314,ENSG00000280314.3,protein_coding
ENSG00000149564,ENSG00000149564.12,protein_coding
ENSG00000171502,ENSG00000171502.15,protein_coding
ENSG00000197153,ENSG00000197153.4,protein_coding
ENSG00000233822,ENSG00000233822.4,protein_coding
ENSG00000140577,ENSG00000140577.16,protein_coding
ENSG00000157600,ENSG00000157600.12,protein_coding
ENSG00000091947,ENSG00000091947.10,protein_coding
ENSG00000225130,ENSG00000225130.9,protein_coding
ENSG00000196126,ENSG00000196126.11,protein_coding
ENSG00000227420,ENSG00000227420.8,protein_coding
ENSG00000178021,ENSG00000178021.11,protein_coding
ENSG00000223367,ENSG00000223367.6,protein_coding
ENSG00000273703,ENSG00000273703.1,protein_coding
ENSG00000177685,ENSG00000177685.17,protein_coding
ENSG00000151065,ENSG00000151065.14,protein_coding
ENSG00000170634,ENSG00000170634.13,protein_coding
ENSG00000275221,ENSG00000275221.1,protein_coding
ENSG00000143954,ENSG00000143954.13,protein_coding
ENSG00000125850,ENSG00000125850.11,protein_coding
ENSG00000171262,ENSG00000171262.11,protein_coding
ENSG00000136104,ENSG00000136104.20,protein_coding
ENSG00000150261,ENSG00000150261.4,protein_coding
ENSG00000282218,ENSG00000282218.1,protein_coding
ENSG00000007038,ENSG00000007038.11,protein_coding
ENSG00000230995,ENSG00000230995.7,protein_coding
ENSG00000189013,ENSG00000189013.14,protein_coding
ENSG00000277796,ENSG00000277796.2,protein_coding
ENSG00000184507,ENSG00000184507.15,protein_coding
ENSG00000186564,ENSG00000186564.5,protein_coding
ENSG00000215644,ENSG00000215644.10,protein_coding
ENSG00000172548,ENSG00000172548.14,protein_coding
ENSG00000008197,ENSG00000008197.4,protein_coding
ENSG00000011638,ENSG00000011638.10,protein_coding
ENSG00000150540,ENSG00000150540.14,protein_coding
ENSG00000178226,ENSG00000178226.10,protein_coding
ENSG00000006611,ENSG00000006611.16,protein_coding
ENSG00000118271,ENSG00000118271.10,protein_coding
ENSG00000068878,ENSG00000068878.15,protein_coding
ENSG00000245848,ENSG00000245848.3,protein_coding
ENSG00000004478,ENSG00000004478.8,protein_coding
ENSG00000186513,ENSG00000186513.3,protein_coding
ENSG00000141959,ENSG00000141959.17,protein_coding
ENSG00000225748,ENSG00000225748.9,protein_coding
ENSG00000157764,ENSG00000157764.13,protein_coding
ENSG00000275152,ENSG00000275152.5,protein_coding
ENSG00000259916,ENSG00000259916.1,protein_coding
ENSG00000172568,ENSG00000172568.5,protein_coding
ENSG00000225663,ENSG00000225663.7,protein_coding
ENSG00000228425,ENSG00000228425.9,protein_coding
ENSG00000169752,ENSG00000169752.17,protein_coding
ENSG00000225103,ENSG00000225103.3,protein_coding
ENSG00000196406,ENSG00000196406.4,protein_coding
ENSG00000109689,ENSG00000109689.16,protein_coding
ENSG00000269113,ENSG00000269113.4,protein_coding
ENSG00000149488,ENSG00000149488.13,protein_coding
ENSG00000175097,ENSG00000175097.7,protein_coding
ENSG00000082068,ENSG00000082068.8,protein_coding
ENSG00000197887,ENSG00000197887.4,protein_coding
ENSG00000119048,ENSG00000119048.7,protein_coding
ENSG00000180787,ENSG00000180787.6,protein_coding
ENSG00000145685,ENSG00000145685.14,protein_coding
ENSG00000233831,ENSG00000233831.4,protein_coding
ENSG00000158486,ENSG00000158486.13,protein_coding
ENSG00000151240,ENSG00000151240.17,protein_coding
ENSG00000161654,ENSG00000161654.9,protein_coding
ENSG00000238205,ENSG00000238205.3,protein_coding
ENSG00000280204,ENSG00000280204.3,protein_coding
ENSG00000274641,ENSG00000274641.1,protein_coding
ENSG00000180475,ENSG00000180475.4,protein_coding
ENSG00000206127,ENSG00000206127.10,protein_coding
ENSG00000162676,ENSG00000162676.12,protein_coding
ENSG00000166349,ENSG00000166349.9,protein_coding
ENSG00000274523,ENSG00000274523.5,protein_coding
ENSG00000117410,ENSG00000117410.14,protein_coding
ENSG00000172772,ENSG00000172772.3,protein_coding
ENSG00000166352,ENSG00000166352.16,protein_coding
ENSG00000132356,ENSG00000132356.11,protein_coding
ENSG00000160410,ENSG00000160410.15,protein_coding
ENSG00000141295,ENSG00000141295.14,protein_coding
ENSG00000198911,ENSG00000198911.12,protein_coding
ENSG00000196735,ENSG00000196735.11,protein_coding
ENSG00000151067,ENSG00000151067.21,protein_coding
ENSG00000112651,ENSG00000112651.12,protein_coding
ENSG00000281775,ENSG00000281775.2,protein_coding
ENSG00000069998,ENSG00000069998.12,protein_coding
ENSG00000175756,ENSG00000175756.13,protein_coding
ENSG00000230900,ENSG00000230900.5,protein_coding
ENSG00000130255,ENSG00000130255.13,protein_coding
ENSG00000275718,ENSG00000275718.2,protein_coding
ENSG00000185873,ENSG00000185873.7,protein_coding
ENSG00000180525,ENSG00000180525.12,protein_coding
ENSG00000228662,ENSG00000228662.2,protein_coding
ENSG00000243772,ENSG00000243772.7,protein_coding
ENSG00000105679,ENSG00000105679.9,protein_coding
ENSG00000145246,ENSG00000145246.13,protein_coding
ENSG00000146918,ENSG00000146918.19,protein_coding
ENSG00000276966,ENSG00000276966.2,protein_coding
ENSG00000242019,ENSG00000242019.1,protein_coding
ENSG00000229496,ENSG00000229496.10,protein_coding
ENSG00000100360,ENSG00000100360.15,protein_coding
ENSG00000276409,ENSG00000276409.5,protein_coding
ENSG00000273802,ENSG00000273802.2,protein_coding
ENSG00000198948,ENSG00000198948.12,protein_coding
ENSG00000277075,ENSG00000277075.2,protein_coding
ENSG00000137171,ENSG00000137171.15,protein_coding
ENSG00000141294,ENSG00000141294.10,protein_coding
ENSG00000158022,ENSG00000158022.6,protein_coding
ENSG00000162078,ENSG00000162078.11,protein_coding
ENSG00000274750,ENSG00000274750.2,protein_coding
ENSG00000196610,ENSG00000196610.13,protein_coding
ENSG00000275688,ENSG00000275688.4,protein_coding
ENSG00000165509,ENSG00000165509.13,protein_coding
ENSG00000125498,ENSG00000125498.20,protein_coding
ENSG00000168131,ENSG00000168131.4,protein_coding
ENSG00000167733,ENSG00000167733.13,protein_coding
ENSG00000124575,ENSG00000124575.6,protein_coding
ENSG00000237046,ENSG00000237046.8,protein_coding
ENSG00000105677,ENSG00000105677.12,protein_coding
ENSG00000183682,ENSG00000183682.8,protein_coding
ENSG00000227639,ENSG00000227639.1,protein_coding
ENSG00000130300,ENSG00000130300.9,protein_coding
ENSG00000132768,ENSG00000132768.14,protein_coding
ENSG00000145888,ENSG00000145888.10,protein_coding
ENSG00000234965,ENSG00000234965.2,protein_coding
ENSG00000121680,ENSG00000121680.16,protein_coding
ENSG00000155495,ENSG00000155495.9,protein_coding
ENSG00000167196,ENSG00000167196.14,protein_coding
ENSG00000169131,ENSG00000169131.13,protein_coding
ENSG00000282604,ENSG00000282604.1,protein_coding
ENSG00000118276,ENSG00000118276.11,protein_coding
ENSG00000149527,ENSG00000149527.18,protein_coding
ENSG00000154781,ENSG00000154781.16,protein_coding
ENSG00000130724,ENSG00000130724.8,protein_coding
ENSG00000105612,ENSG00000105612.9,protein_coding
ENSG00000130726,ENSG00000130726.12,protein_coding
ENSG00000167840,ENSG00000167840.13,protein_coding
ENSG00000130731,ENSG00000130731.16,protein_coding
ENSG00000222036,ENSG00000222036.7,protein_coding
ENSG00000181827,ENSG00000181827.14,protein_coding
ENSG00000182400,ENSG00000182400.15,protein_coding
ENSG00000285891,ENSG00000285891.1,protein_coding
ENSG00000285978,ENSG00000285978.1,protein_coding
ENSG00000053371,ENSG00000053371.12,protein_coding
ENSG00000046774,ENSG00000046774.10,protein_coding
ENSG00000116885,ENSG00000116885.18,protein_coding
ENSG00000124562,ENSG00000124562.10,protein_coding
ENSG00000162723,ENSG00000162723.10,protein_coding
ENSG00000179476,ENSG00000179476.8,protein_coding
ENSG00000231608,ENSG00000231608.9,protein_coding
ENSG00000163331,ENSG00000163331.11,protein_coding
ENSG00000214819,ENSG00000214819.2,protein_coding
ENSG00000129204,ENSG00000129204.16,protein_coding
ENSG00000050748,ENSG00000050748.17,protein_coding
ENSG00000117385,ENSG00000117385.15,protein_coding
ENSG00000105610,ENSG00000105610.5,protein_coding
ENSG00000007968,ENSG00000007968.7,protein_coding
ENSG00000159958,ENSG00000159958.6,protein_coding
ENSG00000175087,ENSG00000175087.10,protein_coding
ENSG00000186684,ENSG00000186684.13,protein_coding
ENSG00000154856,ENSG00000154856.13,protein_coding
ENSG00000060642,ENSG00000060642.10,protein_coding
ENSG00000051108,ENSG00000051108.15,protein_coding
ENSG00000127922,ENSG00000127922.9,protein_coding
ENSG00000185753,ENSG00000185753.13,protein_coding
ENSG00000262217,ENSG00000262217.3,protein_coding
ENSG00000153064,ENSG00000153064.12,protein_coding
ENSG00000274618,ENSG00000274618.1,protein_coding
ENSG00000166734,ENSG00000166734.20,protein_coding
ENSG00000275663,ENSG00000275663.1,protein_coding
ENSG00000091732,ENSG00000091732.16,protein_coding
ENSG00000262139,ENSG00000262139.9,protein_coding
ENSG00000277775,ENSG00000277775.1,protein_coding
ENSG00000275555,ENSG00000275555.2,protein_coding
ENSG00000275713,ENSG00000275713.2,protein_coding
ENSG00000149654,ENSG00000149654.10,protein_coding
ENSG00000124657,ENSG00000124657.1,protein_coding
ENSG00000090266,ENSG00000090266.13,protein_coding
ENSG00000273983,ENSG00000273983.1,protein_coding
ENSG00000138400,ENSG00000138400.13,protein_coding
ENSG00000185619,ENSG00000185619.18,protein_coding
ENSG00000172938,ENSG00000172938.3,protein_coding
ENSG00000125787,ENSG00000125787.11,protein_coding
ENSG00000146066,ENSG00000146066.3,protein_coding
ENSG00000172023,ENSG00000172023.7,protein_coding
ENSG00000175414,ENSG00000175414.7,protein_coding
ENSG00000232414,ENSG00000232414.6,protein_coding
ENSG00000275333,ENSG00000275333.4,protein_coding
ENSG00000168621,ENSG00000168621.15,protein_coding
ENSG00000112297,ENSG00000112297.15,protein_coding
ENSG00000158966,ENSG00000158966.15,protein_coding
ENSG00000175416,ENSG00000175416.13,protein_coding
ENSG00000180016,ENSG00000180016.2,protein_coding
ENSG00000197786,ENSG00000197786.3,protein_coding
ENSG00000145687,ENSG00000145687.16,protein_coding
ENSG00000115504,ENSG00000115504.14,protein_coding
ENSG00000228474,ENSG00000228474.6,protein_coding
ENSG00000237095,ENSG00000237095.9,protein_coding
ENSG00000237190,ENSG00000237190.4,protein_coding
ENSG00000104064,ENSG00000104064.17,protein_coding
ENSG00000084693,ENSG00000084693.16,protein_coding
ENSG00000130347,ENSG00000130347.12,protein_coding
ENSG00000068650,ENSG00000068650.18,protein_coding
ENSG00000038382,ENSG00000038382.20,protein_coding
ENSG00000048162,ENSG00000048162.20,protein_coding
ENSG00000146966,ENSG00000146966.13,protein_coding
ENSG00000174343,ENSG00000174343.6,protein_coding
ENSG00000118246,ENSG00000118246.14,protein_coding
ENSG00000134058,ENSG00000134058.12,protein_coding
ENSG00000186111,ENSG00000186111.9,protein_coding
ENSG00000273217,ENSG00000273217.1,protein_coding
